BusinessEntityID,Name,AnnualSales,AnnualRevenue,BankName,BusinessType,YearOpened,Specialty,SquareFeet,Brands,Internet,NumberEmployees
1474,"Cycles Sales and Repair",1000000,100000,"United Security","BS",2001,"Touring",26000,"3","T1",29
1488,"City Cycling",1500000,150000,"United Security","BS",1976,"Road",37000,"2","T1",36
1804,"Cycle Clearance",1500000,150000,"Reserve Security","BS",1991,"Touring",40000,"2","T1",46
1852,"Top Bike Market",3000000,300000,"International Bank","OS",1987,"Touring",75000,"3","T1",80
1862,"Racing Association",3000000,300000,"International Security","OS",1986,"Road",76000,"3","T1",85
1866,"Gears and Parts Company",3000000,300000,"International Bank","OS",1983,"Touring",74000,"2","T1",87
1894,"The Bike Outlet",800000,80000,"Primary Bank & Reserve","BM",2000,"Touring",21000,"2","T1",19
1904,"Mobile Outlet",800000,80000,"Primary International","BM",1970,"Road",17000,"2","T1",10
1910,"Wingtip Toys",800000,80000,"International Bank","BM",1999,"Mountain",20000,"3","T1",15
1912,"The Cycle Store",800000,80000,"Primary Bank & Reserve","BM",1994,"Mountain",22000,"3","T1",16
1920,"Timely Shipping Service",1000000,100000,"Reserve Security","BM",2000,"Mountain",24000,"2","T1",20
1926,"Fitness Toys",800000,80000,"Primary Bank & Reserve","BM",1988,"Touring",21000,"2","T1",11
1934,"A Typical Bike Shop",300000,30000,"Reserve Security","BM",1982,"Road",8000,"AW","T1",8
1958,"Ultimate Bicycle Company",3000000,300000,"International Security","OS",1974,"Mountain",78000,"2","T1",94
1978,"Exercise Center",800000,80000,"Guardian Bank","BM",1975,"Mountain",23000,"2","T1",19
1984,"Nearby Cycle Shop",800000,80000,"United Security","BM",1994,"Mountain",20000,"2","T1",14
1986,"Recreation Toy Store",800000,80000,"International Bank","BM",1988,"Mountain",17000,"3","T1",11
2051,"A Bicycle Association",800000,80000,"International Security","BM",1975,"Touring",19000,"2","T1",18
294,"Professional Sales and Service",800000,80000,"International Bank","BM",1991,"Touring",18000,"4+","T1",14
310,"New Bikes Company",1500000,150000,"International Security","OS",1974,"Road",39000,"4+","T1",40
380,"Workout Emporium",1500000,150000,"International Bank","BS",1976,"Touring",39000,"4+","T1",36
400,"Exertion Activities Club",1500000,150000,"Guardian Bank","BS",1984,"Touring",38000,"4+","T1",32
406,"Kickstand Sellers",300000,30000,"International Bank","BM",1981,"Mountain",8000,"4+","T1",3
408,"Nearest Bike Store",300000,30000,"Primary Bank & Reserve","BM",1976,"Touring",8000,"4+","T1",4
430,"Center Cycle Shop",1000000,100000,"Primary Bank & Reserve","BM",2000,"Road",25000,"4+","T1",20
436,"Second Bike Shop",800000,80000,"Guardian Bank","BM",2000,"Road",21000,"4+","T1",19
470,"Unicycles, Bicycles, and Tricycles",800000,80000,"Reserve Security","BS",1972,"Touring",17000,"4+","T1",10
490,"Commuter Bicycle Store",800000,80000,"Reserve Security","BM",1987,"Touring",22000,"4+","T1",17
502,"Eighty Toy Stores",1500000,150000,"Primary International","BS",1985,"Road",37000,"4+","T1",42
506,"Third Bike Store",1500000,150000,"United Security","BS",1988,"Road",37000,"4+","T1",44
518,"Latest Sports Equipment",800000,80000,"Guardian Bank","BM",1991,"Mountain",18000,"4+","T1",14
520,"Modern Bike Store",800000,80000,"Primary International","BM",1999,"Road",21000,"4+","T1",15
532,"North Bike Company",1500000,150000,"Primary Bank & Reserve","BS",1982,"Road",37000,"4+","T1",40
534,"Prosperous Tours",3000000,300000,"Guardian Bank","OS",1999,"Road",79000,"4+","T1",99
586,"Alternative Vehicles",1500000,150000,"Primary Bank & Reserve","BS",1983,"Road",41000,"4+","T1",45
610,"Mountain Emporium",1500000,150000,"Reserve Security","BS",1998,"Mountain",37000,"4+","T1",31
616,"Tread Industries",3000000,300000,"Primary Bank & Reserve","OS",1986,"Mountain",77000,"4+","T1",85
676,"Inexpensive Parts Shop",1500000,150000,"Guardian Bank","BS",1972,"Mountain",35000,"4+","T1",34
704,"Only Bikes and Accessories",1500000,150000,"United Security","BS",1992,"Mountain",40000,"4+","T1",43
712,"Another Sporting Goods Company",1500000,150000,"Guardian Bank","BS",1998,"Road",37000,"4+","T1",31
718,"First Supplies",1000000,100000,"United Security","BS",1996,"Touring",26000,"4+","T1",22
726,"Westside Cycle Store",800000,80000,"Guardian Bank","BS",1972,"Road",20000,"4+","T1",10
734,"Superlative Bikes",1500000,150000,"Reserve Security","BS",1996,"Mountain",36000,"4+","T1",30
746,"Grand Sport Boutique",1500000,150000,"Guardian Bank","BS",1991,"Road",39000,"4+","T1",46
752,"Elemental Sporting Goods",1500000,150000,"United Security","BS",1989,"Mountain",41000,"4+","T1",49
754,"Distinctive Store",1500000,150000,"International Bank","BS",1997,"Road",37000,"4+","T1",46
760,"Handy Bike Services",3000000,300000,"Reserve Security","OS",1975,"Mountain",76000,"4+","T1",88
770,"Best Cycle Store",3000000,300000,"International Bank","OS",1974,"Touring",78000,"4+","T1",93
788,"Paint Supply",3000000,300000,"Primary Bank & Reserve","OS",1972,"Mountain",78000,"4+","T1",90
794,"Rewarding Activities Company",3000000,300000,"Reserve Security","OS",1974,"Road",76000,"4+","T1",93
852,"Original Bicycle Supply Company",1500000,150000,"International Bank","OS",1980,"Mountain",38000,"4+","T1",43
862,"Retail Sporting Equipment",3000000,300000,"International Security","OS",1999,"Mountain",72000,"4+","T1",58
888,"Lustrous Paints and Components",3000000,300000,"International Security","OS",1987,"Road",77000,"4+","T1",80
924,"Riding Excursions",1000000,100000,"International Bank","BS",1971,"Road",27000,"4+","T1",28
942,"Wheels Inc.",800000,80000,"Primary International","BM",1994,"Road",19000,"4+","T1",16
944,"Number One Bike Co.",1500000,150000,"Guardian Bank","BS",1982,"Road",40000,"4+","T1",40
950,"The Bicycle Accessories Company",1500000,150000,"United Security","BS",1980,"Road",37000,"4+","T1",43
952,"Active Systems",1500000,150000,"International Bank","BS",1988,"Road",39000,"4+","T1",44
962,"Spa and Exercise Outfitters",3000000,300000,"Primary International","OS",1998,"Mountain",79000,"4+","T1",98
970,"Primary Bike Distributors",1500000,150000,"Reserve Security","OS",1986,"Road",39000,"4+","T1",46
972,"Major Bicycle Store",1500000,150000,"Primary International","OS",1992,"Touring",41000,"4+","T1",49
976,"Genial Bike Associates",3000000,300000,"International Security","OS",1999,"Mountain",70000,"4+","T1",55
982,"Steel Inc.",3000000,300000,"Guardian Bank","OS",1991,"Road",74000,"4+","T1",67
992,"Latest Accessories Sales",1500000,150000,"Reserve Security","BS",1988,"Road",38000,"4+","T1",44
996,"Hometown Riding Supplies",1500000,150000,"International Bank","BS",1991,"Mountain",38000,"4+","T1",46
1006,"Economic Parts Supply",1500000,150000,"Reserve Security","BS",1992,"Road",40000,"4+","T1",43
1014,"Bike World",1500000,150000,"International Security","BS",1998,"Mountain",35000,"4+","T1",31
1016,"Central Discount Store",1000000,100000,"Guardian Bank","BS",1971,"Mountain",25000,"4+","T1",28
1018,"Trusted Catalog Store",1000000,100000,"Primary International","BS",2001,"Mountain",25000,"4+","T1",25
1042,"Popular Bike Lines",800000,80000,"Primary International","BM",1987,"Touring",20000,"4+","T1",17
1066,"Small Bike Shop",800000,80000,"United Security","BM",2000,"Mountain",23000,"4+","T1",19
1072,"Producer Goods Clearinghouse",800000,80000,"International Security","BM",1988,"Road",22000,"4+","T1",16
1096,"Retail Toy Store",300000,30000,"International Bank","BM",1987,"Road",8000,"4+","T1",7
1132,"General Industries",1500000,150000,"Primary International","BS",1994,"Road",42000,"4+","T1",48
1136,"Rental Bikes",1500000,150000,"United Security","BS",1997,"Road",40000,"4+","T1",46
1154,"Instant Cycle Store",800000,80000,"Primary Bank & Reserve","BS",1990,"Road",23000,"4+","T1",19
1178,"Enterprise Center",800000,80000,"International Security","BM",2000,"Touring",23000,"4+","T1",19
1228,"District Mall",800000,80000,"Reserve Security","BM",1991,"Road",19000,"4+","T1",14
1236,"Twelfth Bike Store",800000,80000,"International Security","BM",1997,"Mountain",21000,"4+","T1",18
1324,"Metro Sports Equipment",1500000,150000,"International Security","OS",1992,"Mountain",41000,"4+","T1",49
1334,"Chic Department Stores",3000000,300000,"Reserve Security","OS",1999,"Mountain",71000,"4+","T1",58
1356,"Larger Cycle Shop",3000000,300000,"Primary Bank & Reserve","OS",1989,"Road",77000,"4+","T1",83
1358,"Leading Sales & Repair",3000000,300000,"International Bank","OS",1981,"Road",75000,"4+","T1",84
1370,"Liquidation Sales",1500000,150000,"Primary International","BS",1990,"Touring",37000,"4+","T1",31
1374,"Yellow Bicycle Company",1000000,100000,"International Security","BS",2001,"Mountain",26000,"4+","T1",29
1384,"Finer Sporting Goods",800000,80000,"United Security","BS",1984,"Touring",18000,"4+","T1",16
1388,"Official Parts Shop",1000000,100000,"Primary International","BS",1996,"Road",24000,"4+","T1",22
1394,"Tire Exchange",1500000,150000,"Primary Bank & Reserve","BS",1998,"Mountain",36000,"4+","T1",31
1418,"Health Spa, Limited",1500000,150000,"Primary International","OS",1986,"Road",40000,"4+","T1",46
1420,"Global Bike Retailers",1500000,150000,"Guardian Bank","OS",1992,"Touring",40000,"4+","T1",49
1426,"Bicycle Merchandise Warehouse",3000000,300000,"International Bank","OS",1999,"Road",69000,"4+","T1",58
1428,"Spoke Manufacturers",3000000,300000,"United Security","OS",1979,"Road",74000,"4+","T1",61
1450,"Guaranteed Sales and Service",1000000,100000,"International Bank","BS",1971,"Road",28000,"4+","T1",28
1460,"Cycles and Scooters",1500000,150000,"Reserve Security","BS",1978,"Road",35000,"4+","T1",33
1480,"Orange Bicycle Company",1500000,150000,"International Security","BS",1984,"Road",37000,"4+","T1",32
1486,"Rural Mountain Bike Mart",1500000,150000,"Reserve Security","BS",1988,"Road",39000,"4+","T1",35
1826,"Executive Discount Store",1500000,150000,"Primary Bank & Reserve","BS",1988,"Road",39000,"4+","T1",35
1830,"Getaway Inn",3000000,300000,"Primary Bank & Reserve","OS",1987,"Road",75000,"4+","T1",80
1876,"Demand Distributors",1000000,100000,"International Security","BM",2000,"Road",24000,"4+","T1",20
1880,"Off-Price Bike Center",800000,80000,"Primary International","BM",1994,"Touring",22000,"4+","T1",14
1884,"Retirement Activities Association",300000,30000,"United Security","BM",1982,"Road",11000,"4+","T1",8
1916,"Active Life Toys",800000,80000,"Guardian Bank","BM",1997,"Road",20000,"4+","T1",18
1952,"Large Bike Shop",800000,80000,"International Bank","BM",1987,"Mountain",19000,"4+","T1",17
1964,"Extended Tours",3000000,300000,"United Security","OS",1992,"Road",78000,"4+","T1",97
1966,"Convenient Sales and Service",3000000,300000,"Reserve Security","OS",1998,"Road",77000,"4+","T1",98
1972,"Mercantile Outlet",3000000,300000,"International Security","OS",1979,"Mountain",71000,"4+","T1",66
1980,"Great Bicycle Supply",1000000,100000,"Primary International","BM",2000,"Mountain",27000,"4+","T1",20
1982,"Mail-Order Outlet",800000,80000,"Reserve Security","BM",2000,"Road",18000,"4+","T1",17
1990,"Technical Parts Manufacturing",300000,30000,"International Security","BM",1976,"Touring",7000,"4+","T1",5
1994,"World of Bikes",800000,80000,"Primary Bank & Reserve","BM",1997,"Mountain",19000,"4+","T1",17
302,"Area Bike Accessories",300000,30000,"International Bank","BM",1982,"Road",9000,"AW","T2",8
346,"Designated Distributors",3000000,300000,"International Security","OS",1979,"Road",72000,"4+","T2",61
388,"Remarkable Bike Store",800000,80000,"United Security","BS",1972,"Road",17000,"3","T2",10
396,"Flawless Bike Shop",300000,30000,"Reserve Security","BM",1978,"Road",10000,"3","T2",4
494,"Travel Systems",800000,80000,"International Bank","BM",1975,"Road",21000,"4+","T2",19
496,"Grease and Oil Products Company",1500000,150000,"Primary Bank & Reserve","BS",1979,"Road",36000,"4+","T2",38
536,"Nonskid Tire Company",3000000,300000,"International Security","OS",1999,"Mountain",80000,"3","T2",100
572,"Bike Universe",1000000,100000,"United Security","BS",1971,"Mountain",28000,"4+","T2",28
636,"Bicycle Exporters",1500000,150000,"International Security","BS",1972,"Touring",39000,"2","T2",34
646,"Rural Sporting Goods",800000,80000,"United Security","BM",1985,"Road",20000,"4+","T2",10
698,"Bike Rims Company",3000000,300000,"Primary International","OS",1992,"Road",80000,"4+","T2",97
706,"Rental Gallery",1500000,150000,"International Bank","BS",1995,"Mountain",37000,"4+","T2",40
720,"Machines & Cycles Store",800000,80000,"International Bank","BS",1990,"Touring",22000,"2","T2",19
784,"Online Bike Catalog",3000000,300000,"Guardian Bank","OS",1975,"Touring",74000,"3","T2",88
786,"Outdoor Equipment Store",3000000,300000,"International Security","OS",1980,"Road",76000,"4+","T2",89
798,"Sales and Supply Company",3000000,300000,"Guardian Bank","OS",1980,"Road",75000,"2","T2",95
812,"Sundry Sporting Goods",300000,30000,"Primary Bank & Reserve","BM",1984,"Road",7000,"4+","T2",5
826,"Bike Goods",3000000,300000,"Primary International","OS",1999,"Road",73000,"4+","T2",58
854,"First Center",1500000,150000,"United Security","OS",1986,"Mountain",39000,"2","T2",46
872,"Summer Sports Place",3000000,300000,"Primary International","OS",1998,"Mountain",73000,"3","T2",73
892,"Coho Sports",3000000,300000,"International Bank","OS",1984,"Mountain",75000,"3","T2",82
904,"Convenient Bike Shop",1500000,150000,"Primary International","BS",1991,"Road",38000,"3","T2",46
914,"Social Activities Club",1500000,150000,"International Security","BS",1992,"Road",39000,"4+","T2",43
940,"Cycles Wholesaler & Mfg.",800000,80000,"Guardian Bank","BM",1999,"Touring",21000,"4+","T2",15
956,"Finer Sales and Service",3000000,300000,"International Bank","OS",1980,"Road",77000,"4+","T2",95
1010,"Cross-Country Riding Supplies",1500000,150000,"International Bank","BS",1995,"Mountain",36000,"3","T2",37
1026,"Metropolitan Sports Supply",800000,80000,"Primary Bank & Reserve","BS",1978,"Road",21000,"4+","T2",13
1038,"Bike Part Wholesalers",800000,80000,"International Security","BM",1999,"Touring",21000,"3","T2",15
1080,"Exchange Parts Inc.",300000,30000,"United Security","BM",1975,"Touring",9000,"4+","T2",8
1082,"First Cycle Store",300000,30000,"International Bank","BM",1970,"Road",9000,"AW","T2",6
1084,"Running and Cycling Gear",300000,30000,"Primary Bank & Reserve","BM",1978,"Touring",7000,"3","T2",4
1098,"Strenuous Exercise Shop",300000,30000,"Primary Bank & Reserve","BM",1982,"Mountain",7000,"4+","T2",8
1112,"Economy Center",1500000,150000,"International Bank","BS",1998,"Mountain",35000,"4+","T2",31
1114,"Community Department Stores",1500000,150000,"United Security","BS",1983,"Mountain",36000,"3","T2",34
1116,"Area Sheet Metal Supply",1500000,150000,"Reserve Security","BS",1995,"Road",36000,"4+","T2",37
1124,"Tires and Tubes",3000000,300000,"United Security","OS",1972,"Mountain",79000,"4+","T2",90
1146,"Vale Riding Supplies",1500000,150000,"Primary International","BS",1998,"Touring",37000,"4+","T2",31
1148,"A Great Bicycle Company",1000000,100000,"Reserve Security","BS",1971,"Road",28000,"3","T2",28
1166,"Home Town Bike Store",800000,80000,"United Security","BM",1988,"Touring",20000,"3","T2",11
1200,"General Supplies",800000,80000,"Primary International","BM",1988,"Road",21000,"3","T2",12
1210,"Pretty Bikes and Toys",300000,30000,"Guardian Bank","BM",1984,"Road",6000,"3","T2",5
1230,"Fitness Supplies",800000,80000,"United Security","BM",1999,"Touring",19000,"4+","T2",15
1240,"Daring Rides",300000,30000,"Primary International","BM",1976,"Road",10000,"4+","T2",5
1242,"Field Trip Store",300000,30000,"Reserve Security","BM",1970,"Mountain",8000,"3","T2",2
1250,"Next Door Cycles",1000000,100000,"United Security","BM",2000,"Touring",27000,"3","T2",20
1256,"Specialty Sports Store",800000,80000,"Primary International","BM",1988,"Mountain",20000,"AW","T2",16
1264,"Refined Department Stores",300000,30000,"Primary Bank & Reserve","BM",1975,"Road",7000,"3","T2",8
1276,"Metal Clearing House",300000,30000,"International Bank","BM",1984,"Touring",9000,"3","T2",5
1308,"More Bikes!",3000000,300000,"Primary Bank & Reserve","OS",1992,"Road",79000,"3","T2",97
1322,"Rapid Bikes",1500000,150000,"Guardian Bank","OS",1986,"Mountain",40000,"2","T2",46
1338,"Sports Sales and Rental",3000000,300000,"Guardian Bank","OS",1996,"Mountain",72000,"4+","T2",64
1360,"Main Bicycle Services",3000000,300000,"United Security","OS",1986,"Road",75000,"3","T2",85
1390,"Contoso, Ltd.",1000000,100000,"Guardian Bank","BS",2001,"Road",24000,"4+","T2",25
1402,"Consumer Equipment",1500000,150000,"Primary International","BS",1992,"Road",37000,"4+","T2",43
1404,"Rally Master Company Inc",3000000,300000,"International Security","OS",1992,"Touring",77000,"2","T2",97
1462,"Small Bike Accessories Shop",1500000,150000,"United Security","BS",1972,"Touring",37000,"3","T2",34
1490,"Engineered Bike Systems",1500000,150000,"International Bank","BS",1971,"Touring",40000,"4+","T2",37
1800,"Hiatus Bike Tours",1500000,150000,"International Bank","BS",1994,"Touring",40000,"2","T2",48
1814,"Fitness Department Stores",1500000,150000,"International Bank","BS",1977,"Touring",37000,"3","T2",41
1828,"Major Cycling",3000000,300000,"International Security","OS",1995,"Road",77000,"2","T2",79
1836,"Extraordinary Bike Works",3000000,300000,"Reserve Security","OS",1989,"Mountain",75000,"2","T2",83
1848,"Designer Department Stores",3000000,300000,"United Security","OS",1980,"Road",74000,"3","T2",89
1874,"Eighth Bike Store",800000,80000,"Primary Bank & Reserve","BM",1975,"Touring",21000,"3","T2",19
1878,"Immediate Repair Shop",800000,80000,"Guardian Bank","BM",2000,"Mountain",22000,"4+","T2",17
1922,"A Cycle Shop",800000,80000,"United Security","BM",2000,"Touring",22000,"3","T2",17
1924,"Bike Products and Accessories",800000,80000,"International Bank","BM",1994,"Mountain",19000,"AW","T2",14
1936,"Active Transport Inc.",300000,30000,"United Security","BM",1990,"Road",8000,"AW","T2",9
1938,"Cycle Parts and Accessories",800000,80000,"International Bank","BM",1985,"Touring",20000,"3","T2",10
1976,"Exhilarating Cycles",1500000,150000,"International Security","OS",1980,"Road",40000,"3","T2",43
1988,"Retreat Inn",300000,30000,"Primary Bank & Reserve","BM",1982,"Road",7000,"4+","T2",8
292,"Next-Door Bike Store",800000,80000,"United Security","BM",1996,"Mountain",21000,"2","ISDN",13
318,"Great Bikes",300000,30000,"International Security","BM",1981,"Mountain",10000,"4+","T3",3
328,"Purchase Mart",1500000,150000,"United Security","OS",1992,"Touring",38000,"3","ISDN",49
332,"Family's Favorite Bike Shop",800000,80000,"Primary International","BM",1997,"Mountain",21000,"3","ISDN",18
356,"Serious Cycles",3000000,300000,"United Security","OS",1996,"Mountain",71000,"4+","ISDN",64
360,"Novelty Bikes",3000000,300000,"Primary International","OS",1993,"Touring",74000,"4+","ISDN",70
368,"Brightwork Company",1500000,150000,"International Security","BS",1979,"Mountain",36000,"4+","ISDN",38
398,"Grand Bicycle Stores",300000,30000,"United Security","BM",1973,"Mountain",10000,"AW","ISDN",2
402,"Impromptu Trips",1500000,150000,"Primary International","BS",1978,"Mountain",37000,"4+","ISDN",33
422,"Bike Boutique",1500000,150000,"International Bank","OS",1992,"Road",41000,"4+","ISDN",49
428,"Finer Cycle Shop",800000,80000,"Primary International","BS",1984,"Mountain",20000,"4+","ISDN",16
468,"Topnotch Bikes",800000,80000,"Primary International","BS",1978,"Mountain",22000,"2","T3",13
474,"Number 1 Supply",3000000,300000,"Primary Bank & Reserve","OS",1990,"Road",75000,"4+","ISDN",76
522,"Raw Materials Inc",3000000,300000,"Primary Bank & Reserve","OS",1998,"Mountain",74000,"4+","ISDN",73
538,"Amalgamated Parts Shop",3000000,300000,"Primary Bank & Reserve","OS",1999,"Touring",77000,"4+","T3",99
550,"Helmets and Cycles",800000,80000,"Reserve Security","BM",1994,"Touring",21000,"4+","ISDN",14
578,"Rambling Tours",800000,80000,"International Security","BS",1990,"Touring",19000,"3","T3",19
592,"Retail Mall",3000000,300000,"Primary International","OS",1977,"Road",79000,"4+","ISDN",91
614,"Outdoor Sporting Goods",3000000,300000,"International Security","OS",1981,"Touring",74000,"3","ISDN",84
656,"Outstanding Cycles",3000000,300000,"Primary International","OS",1986,"Touring",78000,"4+","ISDN",85
664,"Casual Bicycle Store",800000,80000,"Guardian Bank","BM",1985,"Mountain",18000,"2","T3",10
682,"Thrilling Bike Tours",1500000,150000,"United Security","BS",1971,"Touring",37000,"4+","ISDN",37
790,"Preferred Bikes",3000000,300000,"International Bank","OS",1977,"Road",77000,"4+","ISDN",91
810,"Rampart Amusement Company",3000000,300000,"Primary International","OS",1975,"Touring",75000,"3","ISDN",88
814,"Excellent Riding Supplies",300000,30000,"International Security","BM",1979,"Road",9000,"3","ISDN",6
832,"Lease-a-Bike Shop",3000000,300000,"Primary Bank & Reserve","OS",1991,"Road",71000,"3","ISDN",67
866,"Brand New Bikes",3000000,300000,"International Bank","OS",1996,"Road",73000,"4+","ISDN",64
870,"Vast Bike Sales and Rental",3000000,300000,"Reserve Security","OS",1993,"Mountain",73000,"4+","ISDN",70
896,"Quick Delivery Service",1500000,150000,"International Bank","BS",1985,"Mountain",37000,"4+","T3",42
910,"Quitting Business Distributors",1500000,150000,"International Bank","BS",1989,"Touring",40000,"2","ISDN",49
922,"Parts Shop",1500000,150000,"United Security","BS",1998,"Road",38000,"3","T3",31
984,"Riding Cycles",3000000,300000,"International Security","OS",1993,"Road",74000,"3","ISDN",70
998,"Greater Bike Store",1500000,150000,"Primary Bank & Reserve","BS",1986,"Mountain",39000,"3","ISDN",47
1020,"Bicycle Warehouse Inc.",1000000,100000,"Reserve Security","BS",1996,"Mountain",26000,"4+","ISDN",22
1024,"Exemplary Cycles",800000,80000,"International Bank","BS",1984,"Touring",20000,"AW","ISDN",16
1048,"Countryside Company",1000000,100000,"International Bank","BM",2000,"Mountain",26000,"2","ISDN",20
1062,"Online Bike Warehouse",800000,80000,"Primary International","BM",1997,"Road",21000,"4+","ISDN",17
1104,"Outdoor Toy Store",300000,30000,"Primary International","BM",1975,"Mountain",8000,"3","ISDN",8
1138,"Roving Sports",1500000,150000,"International Bank","BS",1992,"Road",41000,"3","ISDN",43
1150,"Certified Bicycle Supply",1000000,100000,"United Security","BS",2001,"Road",24000,"2","ISDN",25
1220,"Commerce Bicycle Specialists",800000,80000,"Primary Bank & Reserve","BM",1985,"Mountain",19000,"4+","ISDN",10
1222,"Township Inn",800000,80000,"International Security","BM",1993,"Road",18000,"4+","ISDN",11
1300,"Perfect Toys",3000000,300000,"United Security","OS",1974,"Touring",76000,"2","ISDN",93
1310,"Unified Sports Company",3000000,300000,"International Bank","OS",1998,"Mountain",80000,"4+","ISDN",98
1332,"Catalog Store",3000000,300000,"United Security","OS",1999,"Mountain",69000,"3","ISDN",55
1344,"Exotic Bikes",3000000,300000,"International Bank","OS",1998,"Road",75000,"4+","ISDN",73
1348,"Healthy Activity Store",3000000,300000,"Reserve Security","OS",1995,"Mountain",74000,"4+","ISDN",79
1372,"Friendly Bike Shop",1500000,150000,"Guardian Bank","BS",1996,"Road",39000,"2","ISDN",30
1380,"Impervious Paint Company",800000,80000,"Primary Bank & Reserve","BS",1972,"Mountain",18000,"3","ISDN",10
1408,"Sports Products Store",3000000,300000,"International Bank","OS",1999,"Road",78000,"3","ISDN",99
1416,"Pedal Systems Company",1500000,150000,"Reserve Security","OS",1980,"Road",39000,"4+","T3",43
1430,"Leather Seat Factory",3000000,300000,"Reserve Security","OS",1996,"Mountain",72000,"4+","ISDN",64
1432,"Good Bicycle Store",3000000,300000,"Primary International","OS",1991,"Road",71000,"4+","ISDN",67
1468,"Village Tours",1500000,150000,"International Security","BS",1971,"Mountain",40000,"3","ISDN",37
1808,"Transport Bikes",1500000,150000,"Guardian Bank","BS",1988,"Touring",41000,"3","ISDN",44
1872,"Budget Bike Company",800000,80000,"International Bank","BM",1997,"Road",22000,"AW","ISDN",18
1946,"Swift Cycles",800000,80000,"Primary International","BM",1991,"Road",22000,"3","ISDN",14
